age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
24, Private, 9th,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,1721.0,40.0, United-States,<=50K
48, Federal-gov, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
17, Self-emp-not-inc, 11th,7.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,10.0, United-States,<=50K
33, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
50, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
22, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,2597.0,0.0,40.0, United-States,<=50K
17, Private, 12th,8.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,16.0, United-States,<=50K
32, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Mexico,<=50K
31, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
58, Self-emp-not-inc, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
29, Local-gov, HS-grad,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,48.0, United-States,<=50K
37, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Portugal,>50K
34, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
23, Local-gov, Some-college,10.0, Separated, Exec-managerial, Unmarried, Black, Male,0.0,0.0,40.0, United-States,<=50K
18, State-gov, 11th,7.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,5.0, United-States,<=50K
34, Private, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
45, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,55.0, United-States,<=50K
41, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,35.0, Dominican-Republic,<=50K
26, Private, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,30.0, United-States,<=50K
54, Local-gov, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
24, Private, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, Black, Female,0.0,0.0,45.0, United-States,<=50K
42, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
20, Private, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States,<=50K
23, State-gov, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=50K
35, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States,>50K
31, Private, Masters,14.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
30, Private, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, Poland,<=50K
19, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,<=50K
36, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
31, Private, Bachelors,13.0, Widowed, Sales, Unmarried, White, Female,0.0,1380.0,40.0, Cuba,<=50K
21, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
31, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
46, Private, Doctorate,16.0, Divorced, Prof-specialty, Unmarried, White, Female,25236.0,0.0,65.0, United-States,>50K
44, Private, Bachelors,13.0, Divorced, Exec-managerial, Own-child, White, Female,0.0,0.0,50.0, United-States,>50K
40, Private, 12th,8.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, Jamaica,<=50K
45, Private, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=50K
60, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,<=50K
18, Private, 11th,7.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,25.0, United-States,<=50K
28, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
36, Private, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
40, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,4386.0,0.0,40.0, United-States,<=50K
36, Local-gov, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, Honduras,<=50K
31, Private, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
33, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
19, State-gov, HS-grad,9.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
22, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,<=50K
34, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
33, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
41, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,2051.0,60.0, United-States,<=50K
29, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,4650.0,0.0,40.0, United-States,<=50K
50, Local-gov, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,42.0, United-States,>50K
42, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,45.0, United-States,>50K
44, Private, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,<=50K
20, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=50K
31, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Mexico,<=50K
23, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,24.0, United-States,<=50K
55, Private, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,<=50K
26, Private, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,2377.0,45.0, United-States,<=50K
25, Private, Assoc-voc,11.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States,<=50K
35, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2407.0,0.0,40.0, United-States,<=50K
36, Private, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Female,0.0,0.0,36.0, United-States,<=50K
43, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
56, Private, HS-grad,9.0, Widowed, Other-service, Unmarried, Black, Female,594.0,0.0,20.0, United-States,<=50K
42, Private, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
19, Private, Some-college,10.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,25.0, United-States,<=50K
55, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,72.0, United-States,<=50K
42, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,14084.0,0.0,50.0, United-States,>50K
26, Private, Assoc-voc,11.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
17, Private, 12th,8.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States,<=50K
42, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
55, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
32, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,<=50K
29, Private, 11th,7.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, Haiti,<=50K
46, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,37.0, United-States,<=50K
29, State-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
22, Private, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Male,0.0,0.0,20.0, United-States,<=50K
58, Self-emp-not-inc, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
23, Private, HS-grad,9.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,50.0, United-States,<=50K
39, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
27, Private, Assoc-voc,11.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,38.0, United-States,<=50K
54, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
33, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=50K
46, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
37, Private, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=50K
36, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,18.0, United-States,<=50K
59, Local-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,38.0, United-States,>50K
34, Local-gov, HS-grad,9.0, Divorced, Protective-serv, Unmarried, White, Male,0.0,0.0,40.0, Portugal,<=50K
53, Self-emp-inc, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
51, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,>50K
32, Private, 10th,6.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,42.0, United-States,<=50K
31, State-gov, Some-college,10.0, Married-spouse-absent, Other-service, Other-relative, White, Male,0.0,0.0,40.0, United-States,<=50K
22, Private, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,30.0, Germany,<=50K
47, Self-emp-not-inc, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States,<=50K
32, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
26, Private, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, White, Female,0.0,0.0,38.0, United-States,<=50K
37, Private, 5th-6th,3.0, Separated, Farming-fishing, Not-in-family, White, Male,0.0,0.0,32.0, Guatemala,<=50K
31, Private, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,55.0, United-States,<=50K
37, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,24.0, United-States,>50K
55, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, United-States,<=50K
23, Local-gov, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,56.0, United-States,<=50K
36, Private, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
43, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
54, Private, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
28, Private, Assoc-voc,11.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,1669.0,42.0, United-States,<=50K
40, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
41, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
40, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, Other, Female,0.0,0.0,55.0, United-States,>50K
42, Private, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,38.0, United-States,<=50K
61, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,2352.0,50.0, United-States,<=50K
18, Private, 12th,8.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
48, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
41, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
23, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,2463.0,0.0,40.0, United-States,<=50K
60, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
22, Private, Some-college,10.0, Never-married, Other-service, Other-relative, Black, Male,0.0,0.0,20.0, United-States,<=50K
61, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
25, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=50K
46, Private, Masters,14.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,35.0, United-States,>50K
43, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,40.0, England,>50K
43, Private, Assoc-acdm,12.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
24, Private, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Male,0.0,1721.0,30.0, United-States,<=50K
68, Self-emp-not-inc, 11th,7.0, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,20.0, United-States,<=50K
31, Private, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,<=50K
17, Private, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,<=50K
32, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,48.0, United-States,>50K
33, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103.0,0.0,47.0, United-States,>50K
64, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
20, Private, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
30, Private, HS-grad,9.0, Separated, Other-service, Own-child, White, Female,0.0,0.0,36.0, United-States,<=50K
43, Private, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
22, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
17, Private, 10th,6.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,20.0, United-States,<=50K
47, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,75.0, Italy,<=50K
41, Private, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,60.0, United-States,<=50K
56, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
64, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
47, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
48, Private, Assoc-voc,11.0, Never-married, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States,<=50K
31, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,46.0, United-States,<=50K
29, Private, Assoc-voc,11.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
30, Private, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
32, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1672.0,60.0, United-States,<=50K
57, Private, HS-grad,9.0, Widowed, Transport-moving, Unmarried, White, Male,0.0,653.0,42.0, United-States,>50K
62, Private, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
39, Private, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,24.0, United-States,<=50K
43, Private, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,25.0, United-States,<=50K
24, Self-emp-inc, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
53, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,4386.0,0.0,40.0, United-States,>50K
26, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
73, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
55, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
25, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
41, Private, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
24, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
63, Private, HS-grad,9.0, Widowed, Farming-fishing, Not-in-family, White, Male,0.0,0.0,6.0, United-States,<=50K
17, Private, 11th,7.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,<=50K
35, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
51, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
62, Local-gov, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,48.0, United-States,<=50K
55, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4386.0,0.0,40.0, United-States,>50K
43, Private, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
40, Local-gov, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,50.0, United-States,<=50K
37, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
39, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
31, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,18.0, United-States,<=50K
61, Private, Masters,14.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
26, Private, Assoc-voc,11.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,55.0, United-States,<=50K
46, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
26, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
48, State-gov, Doctorate,16.0, Divorced, Prof-specialty, Own-child, White, Male,0.0,0.0,50.0, United-States,>50K
34, Private, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
34, Local-gov, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
59, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
34, Private, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
49, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,56.0, United-States,>50K
18, Private, 11th,7.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,<=50K
43, Private, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, Mexico,<=50K
48, Private, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
28, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,<=50K
33, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
24, Private, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,15.0, United-States,<=50K
21, Private, 10th,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
17, Private, 11th,7.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,28.0, United-States,<=50K
39, Private, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
29, Self-emp-not-inc, Bachelors,13.0, Separated, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
24, Private, Some-college,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,50.0, United-States,<=50K
71, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,10605.0,0.0,40.0, United-States,>50K
51, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,2415.0,40.0, China,>50K
55, Private, 5th-6th,3.0, Divorced, Other-service, Unmarried, Black, Male,0.0,0.0,25.0, United-States,<=50K
41, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
23, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, Black, Female,0.0,0.0,7.0, United-States,<=50K
38, Private, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
39, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
19, Private, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,30.0, United-States,<=50K
49, Private, 9th,5.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
32, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0.0,0.0,40.0, Philippines,>50K
27, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,70.0, United-States,<=50K
38, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
33, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,60.0, United-States,<=50K
23, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,28.0, United-States,<=50K
54, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, United-States,<=50K
29, Private, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, White, Female,2174.0,0.0,45.0, United-States,<=50K
35, Self-emp-not-inc, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
28, Private, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, India,<=50K
37, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
42, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,65.0, United-States,>50K
40, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
47, Private, Some-college,10.0, Divorced, Sales, Own-child, White, Male,0.0,0.0,55.0, United-States,<=50K
22, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,50.0, United-States,<=50K
30, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
28, Private, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
63, Local-gov, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,55.0, United-States,<=50K
51, Self-emp-not-inc, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,20.0, United-States,<=50K
22, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
35, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
46, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,38.0, United-States,<=50K
37, Private, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,52.0, United-States,<=50K
24, Private, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Black, Male,0.0,0.0,15.0, United-States,<=50K
37, Self-emp-not-inc, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0.0,0.0,10.0, United-States,<=50K
53, Private, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
27, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=50K
38, Private, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States,<=50K
53, Self-emp-not-inc, 10th,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
34, Private, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
23, Private, HS-grad,9.0, Never-married, Sales, Own-child, Black, Male,0.0,0.0,40.0, United-States,<=50K
